dataset,dataset_name,architecture,method,modalities,seed,train_size,val_size,test_size,channels,time_steps,num_classes,batch_size,num_params,best_epoch,duration_sec,checkpoint_path,accuracy,val_accuracy,balanced_accuracy,val_balanced_accuracy,macro_f1,val_macro_f1,weighted_f1,val_weighted_f1,delta_macro_f1_vs_raw,delta_macro_f1_vs_raw_larger
FordA,FordA,raw_only,raw_only,raw,42,2880,721,1320,1,500,2,32,157634,11,24.177079708002566,results/fusion_over_raw/checkpoints/FordA/raw_only__raw__seed_42.pt,0.9083333333333333,0.9348127600554785,0.9078302413600545,0.934589843148131,0.9081498333159854,0.9347142992002806,0.9082804604469787,0.9348022106781358,0.0,
FordA,FordA,raw_larger,raw_larger,raw_larger,42,2880,721,1320,1,500,2,32,420610,40,121.06397024999751,results/fusion_over_raw/checkpoints/FordA/raw_larger__raw_larger__seed_42.pt,0.925,0.941747572815534,0.9248033477418599,0.9415811531231704,0.9249047949334297,0.9416657676956033,0.9249898718014288,0.9417415131770206,0.016754961617444275,0.0
FordA,FordA,stats_only,stats_only,stats,42,2880,721,1320,1,500,2,32,44900,21,10.274963208001282,results/fusion_over_raw/checkpoints/FordA/stats_only__stats__seed_42.pt,0.8568181818181818,0.8515950069348127,0.8560215921077123,0.8503089273057841,0.8564258744192551,0.8509343293329752,0.8566646702272974,0.851278432250599,-0.051723958896730315,-0.06847892051417459
FordA,FordA,gaf_only,gaf_only,gaf,42,2880,721,1320,1,500,2,32,126690,52,257.55240558399964,results/fusion_over_raw/checkpoints/FordA/gaf_only__gaf__seed_42.pt,0.9416666666666667,0.941747572815534,0.9421625199065169,0.941773751194108,0.9416545783418167,0.9416882336630004,0.9416812999020115,0.9417527327418412,0.03350474502583123,0.016749783408386953
FordA,FordA,stft_only,stft_only,stft,42,2880,721,1320,1,500,2,32,126690,8,8.525527208999847,results/fusion_over_raw/checkpoints/FordA/stft_only__stft__seed_42.pt,0.9409090909090909,0.9375866851595007,0.941331789070202,0.9382337986502727,0.9408926722069262,0.9375746766177769,0.9409240170019679,0.9376046979720865,0.03274283889094076,0.015987877273496487
FordA,FordA,minirocket_ridge,minirocket_ridge,raw,42,2880,721,1320,1,500,2,32,9997,,5.183951499995601,,0.9462121212121212,0.9472954230235784,0.9458921911301386,0.9473282795599519,0.9461252673760672,0.9472417352189051,0.9461940949442609,0.9473000915283325,0.03797543406008175,0.021220472442637472
FordA,FordA,concat__raw+stats,concat__raw+stats,raw+stats,42,2880,721,1320,1,500,2,32,235428,28,39.013584207998065,results/fusion_over_raw/checkpoints/FordA/concat__raw_stats__raw_stats__seed_42.pt,0.9212121212121213,0.9292649098474342,0.9216148580174144,0.9296131089951003,0.9211902296092349,0.9292300586044632,0.9212320226692906,0.9292845136716054,0.01304039629324949,-0.003714565324194785
FordA,FordA,gated__raw+stats,gated__raw+stats,raw+stats,42,2880,721,1320,1,500,2,32,218662,20,31.685072208005295,results/fusion_over_raw/checkpoints/FordA/gated__raw_stats__raw_stats__seed_42.pt,0.9030303030303031,0.9334257975034674,0.9021599001744189,0.9326715663615913,0.9027245866831248,0.9332304367958018,0.9028981013666584,0.9333556680186643,-0.005425246632860592,-0.022180208250304867
FordA,FordA,raw_centered_residual__raw+stats,raw_centered_residual__raw+stats,raw+stats,42,2880,721,1320,1,500,2,32,317604,33,43.80768416700448,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stats__raw_stats__seed_42.pt,0.9196969696969697,0.9403606102635229,0.9194708141162196,0.9400480724785061,0.9195906432748537,0.940257177598224,0.9196836788942052,0.940343371485973,0.011440809958868314,-0.005314151658575961
FordA,FordA,film__raw+stats,film__raw+stats,raw+stats,42,2880,721,1320,1,500,2,32,284836,41,50.95155895900098,results/fusion_over_raw/checkpoints/FordA/film__raw_stats__raw_stats__seed_42.pt,0.9212121212121213,0.9375866851595007,0.9216631162402708,0.938041200579335,0.9211940298507463,0.937563144069509,0.9212320217096337,0.9376051817302086,0.013044196534760855,-0.0037107650826834204
FordA,FordA,concat__raw+gaf,concat__raw+gaf,raw+gaf,42,2880,721,1320,1,500,2,32,317218,74,351.2653550410032,results/fusion_over_raw/checkpoints/FordA/concat__raw_gaf__raw_gaf__seed_42.pt,0.9348484848484848,0.955617198335645,0.9353132992768161,0.9558526701796555,0.934833524684271,0.9555863555863555,0.9348649410291201,0.95562693815121,0.026683691368285523,0.009928729750841248
FordA,FordA,gated__raw+gaf,gated__raw+gaf,raw+gaf,42,2880,721,1320,1,500,2,32,300452,31,180.44812554200325,results/fusion_over_raw/checkpoints/FordA/gated__raw_gaf__raw_gaf__seed_42.pt,0.943939393939394,0.9459084604715673,0.944558195969749,0.946180395057163,0.9439330870552474,0.9458747259473703,0.9439520077076874,0.9459215794531994,0.035783253739261944,0.01902829212181767
FordA,FordA,raw_centered_residual__raw+gaf,raw_centered_residual__raw+gaf,raw+gaf,42,2880,721,1320,1,500,2,32,399394,34,192.62636533300247,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_gaf__raw_gaf__seed_42.pt,0.9363636363636364,0.9459084604715673,0.9365404369437378,0.9463729931281009,0.9363262155904297,0.9458880581935745,0.9363753303552634,0.9459244908328472,0.0281763822744443,0.011421420657000025
FordA,FordA,film__raw+gaf,film__raw+gaf,raw+gaf,42,2880,721,1320,1,500,2,32,366626,31,181.58054524999898,results/fusion_over_raw/checkpoints/FordA/film__raw_gaf__raw_gaf__seed_42.pt,0.9386363636363636,0.9472954230235784,0.9388878547841134,0.9472319805244831,0.93860673109553,0.9472319805244831,0.9386496471891512,0.9472954230235784,0.030456897779544523,0.013701936162100248
FordA,FordA,concat__raw+stft,concat__raw+stft,raw+stft,42,2880,721,1320,1,500,2,32,317218,24,41.81203912499768,results/fusion_over_raw/checkpoints/FordA/concat__raw_stft__raw_stft__seed_42.pt,0.9454545454545454,0.9472954230235784,0.9459301083052402,0.9477134757018273,0.9454420206659013,0.9472726013055796,0.9454683227220539,0.9473106375022444,0.037292187349915906,0.02053722573247163
FordA,FordA,gated__raw+stft,gated__raw+stft,raw+stft,42,2880,721,1320,1,500,2,32,300452,25,42.972123999999894,results/fusion_over_raw/checkpoints/FordA/gated__raw_stft__raw_stft__seed_42.pt,0.9409090909090909,0.9403606102635229,0.9408492068416372,0.9402406705494437,0.9408492068416372,0.940282954359404,0.9409090909090909,0.9403576234979799,0.032699373525651776,0.0159444119082075
FordA,FordA,raw_centered_residual__raw+stft,raw_centered_residual__raw+stft,raw+stft,42,2880,721,1320,1,500,2,32,399394,39,58.56978770800197,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stft__raw_stft__seed_42.pt,0.9401515151515152,0.9472954230235784,0.9407906075710257,0.9480023728082339,0.9401457097250594,0.9472872094812991,0.9401644657182241,0.9473100248765194,0.031995876409073976,0.0152409147916297
FordA,FordA,film__raw+stft,film__raw+stft,raw+stft,42,2880,721,1320,1,500,2,32,366626,33,52.04271804200107,results/fusion_over_raw/checkpoints/FordA/film__raw_stft__raw_stft__seed_42.pt,0.943939393939394,0.9459084604715673,0.9442203884097538,0.9460840960216943,0.94391415788555,0.9458668068173286,0.9439520119663161,0.945918873885127,0.035764324569564576,0.0190093629521203
FordA,FordA,concat__raw+stats+gaf,concat__raw+stats+gaf,raw+stats+gaf,42,2880,721,1320,1,500,2,32,361476,30,179.8724448330031,results/fusion_over_raw/checkpoints/FordA/concat__raw_stats_gaf__raw_stats_gaf__seed_42.pt,0.9340909090909091,0.9472954230235784,0.9342895355490752,0.9474245785954207,0.9340545376553528,0.9472506738544475,0.934103815084171,0.9473039466748413,0.025904704339367424,0.009149742721923149
FordA,FordA,gated__raw+stats+gaf,gated__raw+stats+gaf,raw+stats+gaf,42,2880,721,1320,1,500,2,32,344839,28,171.3106503750023,results/fusion_over_raw/checkpoints/FordA/gated__raw_stats_gaf__raw_stats_gaf__seed_42.pt,0.9318181818181818,0.9403606102635229,0.9317973430401302,0.9400480724785061,0.9317555147058824,0.940257177598224,0.9318213151737967,0.940343371485973,0.023605681389896938,0.0068507197724526625
FordA,FordA,raw_centered_residual__raw+stats+gaf,raw_centered_residual__raw+stats+gaf,raw+stats+gaf,42,2880,721,1320,1,500,2,32,443652,43,233.42195287499635,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stats_gaf__raw_stats_gaf__seed_42.pt,0.9431818181818182,0.9445214979195562,0.9434861740191516,0.9443584173060923,0.9431580361618239,0.944443588281527,0.9431950304151483,0.9445157268352579,0.0350082028458385,0.018253241228394224
FordA,FordA,film__raw+stats+gaf,film__raw+stats+gaf,raw+stats+gaf,42,2880,721,1320,1,500,2,32,410884,75,361.0081418339978,results/fusion_over_raw/checkpoints/FordA/film__raw_stats_gaf__raw_stats_gaf__seed_42.pt,0.9303030303030303,0.9486823855755895,0.929508524470366,0.9479946688853964,0.9300950486295314,0.9485394398501534,0.9302163712724058,0.9486334830905719,0.021945215313545985,0.00519025369610171
FordA,FordA,concat__raw+stats+stft,concat__raw+stats+stft,raw+stats+stft,42,2880,721,1320,1,500,2,32,361476,16,34.65423849999934,results/fusion_over_raw/checkpoints/FordA/concat__raw_stats_stft__raw_stats_stft__seed_42.pt,0.9409090909090909,0.9459084604715673,0.9411870144016325,0.9459877969862254,0.9408824907442284,0.9458580513981711,0.9409223909915222,0.9459153344361212,0.03273265742824294,0.015977695810798664
FordA,FordA,gated__raw+stats+stft,gated__raw+stats+stft,raw+stats+stft,42,2880,721,1320,1,500,2,32,344839,22,41.29635066699848,results/fusion_over_raw/checkpoints/FordA/gated__raw_stats_stft__raw_stats_stft__seed_42.pt,0.9371212121212121,0.9472954230235784,0.9374676842257658,0.9476171766663585,0.9370986493663074,0.9472661061837891,0.9371365547945474,0.9473092191834793,0.028948816050321957,0.012193854432877682
FordA,FordA,raw_centered_residual__raw+stats+stft,raw_centered_residual__raw+stats+stft,raw+stats+stft,42,2880,721,1320,1,500,2,32,443652,35,56.320142374999705,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stats_stft__raw_stats_stft__seed_42.pt,0.9371212121212121,0.9486823855755895,0.9380467829000434,0.9492465563464916,0.9371211760337328,0.948668166258416,0.9371226917078641,0.9486977898358607,0.028971342717747373,0.012216381100303098
FordA,FordA,film__raw+stats+stft,film__raw+stats+stft,raw+stats+stft,42,2880,721,1320,1,500,2,32,410884,5,22.544550292004715,results/fusion_over_raw/checkpoints/FordA/film__raw_stats_stft__raw_stats_stft__seed_42.pt,0.9272727272727272,0.9403606102635229,0.927922897147939,0.9408184647622568,0.9272667162575419,0.9403381154441974,0.9272877548106906,0.9403782847644214,0.019116882941556446,0.0023619213241121706
FordA,FordA,concat__raw+gaf+stft,concat__raw+gaf+stft,raw+gaf+stft,42,2880,721,1320,1,500,2,32,443266,18,137.0109042089971,results/fusion_over_raw/checkpoints/FordA/concat__raw_gaf_stft__raw_gaf_stft__seed_42.pt,0.9371212121212121,0.9486823855755895,0.9368885855514881,0.9485724630982095,0.937034446571521,0.948615565379022,0.9371088170426848,0.948679815568029,0.028884613255535596,0.012129651638091321
FordA,FordA,gated__raw+gaf+stft,gated__raw+gaf+stft,raw+gaf+stft,42,2880,721,1320,1,500,2,32,426629,17,132.76735212500353,results/fusion_over_raw/checkpoints/FordA/gated__raw_gaf_stft__raw_gaf_stft__seed_42.pt,0.9416666666666667,0.9472954230235784,0.9416316794550957,0.9475208776308897,0.9416103345801361,0.9472587972587972,0.9416680406199968,0.9473069890545619,0.03346050126415068,0.016705539646706402
FordA,FordA,raw_centered_residual__raw+gaf+stft,raw_centered_residual__raw+gaf+stft,raw+gaf+stft,42,2880,721,1320,1,500,2,32,525442,32,195.0928930000009,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_gaf_stft__raw_gaf_stft__seed_42.pt,0.9401515151515152,0.9486823855755895,0.9394393773310445,0.9478983698499276,0.9399875348101648,0.9485239492822837,0.9400873489309868,0.9486229719655999,0.031837701494179416,0.01508273987673514
FordA,FordA,film__raw+gaf+stft,film__raw+gaf+stft,raw+gaf+stft,42,2880,721,1320,1,500,2,32,492674,5,83.50966070799768,results/fusion_over_raw/checkpoints/FordA/film__raw_gaf_stft__raw_gaf_stft__seed_42.pt,0.9333333333333333,0.9445214979195562,0.933651837604186,0.9449362115189054,0.9333074585870091,0.9444974750585047,0.9333492562541482,0.9445375131602571,0.02515762527102372,0.008402663653579445
FordA,FordA,concat__raw+stats+gaf+stft,concat__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,487524,27,176.22819754199736,results/fusion_over_raw/checkpoints/FordA/concat__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.9363636363636364,0.9542302357836339,0.9367334698351637,0.9543195895349912,0.9363425925925926,0.9541875819522987,0.9363794191919194,0.9542360522151797,0.028192759276607138,0.011437797659162863
FordA,FordA,gated__raw+stats+gaf+stft,gated__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,471016,14,121.93004658400605,results/fusion_over_raw/checkpoints/FordA/gated__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.9462121212121212,0.9500693481276006,0.9461817404672774,0.9499129456719362,0.9461601786388267,0.9499992294533742,0.9462133881041528,0.9500641541517318,0.03801034532284131,0.021255383705397035
FordA,FordA,film__raw+stats+gaf+stft,film__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,536932,31,192.83187850000104,results/fusion_over_raw/checkpoints/FordA/film__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.9318181818181818,0.9375866851595007,0.9324729581601208,0.9379449015438661,0.9318125464914455,0.9375559340627616,0.9318322701350223,0.9376039826514164,0.023662713175460093,0.006907751558015818
FordA,FordA,raw_centered_residual__raw+stats+gaf+stft,raw_centered_residual__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,569700,39,226.59915683300642,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.9363636363636364,0.9514563106796117,0.9368782445037331,0.9519275214939447,0.9363518009547229,0.9514380009429514,0.9363794169088542,0.9514706969012733,0.028201967638737502,0.011447006021293227
FordA,FordA,ordinary_bottleneck__raw+stats+gaf+stft,ordinary_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,670948,18,141.26861583299615,results/fusion_over_raw/checkpoints/FordA/ordinary_bottleneck__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.9454545454545454,0.9431345353675451,0.9459301083052402,0.9433068318387723,0.9454420206659013,0.9430907456284737,0.9454683227220539,0.9431454828023129,0.037292187349915906,0.02053722573247163
FordA,FordA,raw_residual_bottleneck__raw+stats+gaf+stft,raw_residual_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,753636,27,179.94064733300183,results/fusion_over_raw/checkpoints/FordA/raw_residual_bottleneck__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.943939393939394,0.941747572815534,0.9439308390726149,0.941773751194108,0.9438878676470588,0.9416882336630004,0.9439419702540106,0.9417527327418412,0.035738034331073365,0.01898307271362909
FordA,FordA,context_only_residual_bottleneck__raw+stats+gaf+stft,context_only_residual_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,753508,20,149.1542599999957,results/fusion_over_raw/checkpoints/FordA/context_only_residual_bottleneck__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.9371212121212121,0.9459084604715673,0.9376124588943351,0.9464692921635697,0.9371081818489713,0.9458934725426547,0.9371369856086617,0.945924697394556,0.028958348532985845,0.01220338691554157
FordA,FordA,raw_conditioned_context_bottleneck__raw+stats+gaf+stft,raw_conditioned_context_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,42,2880,721,1320,1,500,2,32,819812,18,140.66205970799638,results/fusion_over_raw/checkpoints/FordA/raw_conditioned_context_bottleneck__raw_stats_gaf_stft__raw_stats_gaf_stft__seed_42.pt,0.9401515151515152,0.9459084604715673,0.9410801569081646,0.9466618902345074,0.9401514808031914,0.9459018001950836,0.9401529234327864,0.945922613559095,0.03200164748720602,0.015246685869761745
FordA,FordA,raw_only,raw_only,raw,3407,2880,721,1320,1,500,2,32,157634,41,47.38024654200126,results/fusion_over_raw/checkpoints/FordA/raw_only__raw__seed_3407.pt,0.9204545454545454,0.9389736477115118,0.9196741880554005,0.9389725911448314,0.9202237418979036,0.9389725911448314,0.9203602735792973,0.9389736477115118,0.0,
FordA,FordA,raw_larger,raw_larger,raw_larger,3407,2880,721,1320,1,500,2,32,420610,90,212.6321629169979,results/fusion_over_raw/checkpoints/FordA/raw_larger__raw_larger__seed_3407.pt,0.9265151515151515,0.941747572815534,0.9265130676373463,0.9416888533218424,0.9264509480555513,0.9417286288274143,0.9265200902428131,0.9417330005169803,0.006227206157647713,0.0
FordA,FordA,stats_only,stats_only,stats,3407,2880,721,1320,1,500,2,32,44900,7,6.3221507499984,results/fusion_over_raw/checkpoints/FordA/stats_only__stats__seed_3407.pt,0.8446969696969697,0.8502080443828016,0.8436950631838018,0.8502977885162899,0.8441667036190066,0.8501593312704937,0.8444559396615319,0.8501480897830381,-0.07605703827889698,-0.0822842444365447
FordA,FordA,gaf_only,gaf_only,gaf,3407,2880,721,1320,1,500,2,32,126690,39,167.55283645899908,results/fusion_over_raw/checkpoints/FordA/gaf_only__gaf__seed_3407.pt,0.9356060606060606,0.9334257975034674,0.9356614478845664,0.9334246448852705,0.9355554266408812,0.9334246448852705,0.9356129030337876,0.9334257975034674,0.015331684742977636,0.009104478585329923
FordA,FordA,stft_only,stft_only,stft,3407,2880,721,1320,1,500,2,32,126690,45,21.43800008299877,results/fusion_over_raw/checkpoints/FordA/stft_only__stft__seed_3407.pt,0.9507575757575758,0.9403606102635229,0.9511661254851675,0.9402960956616753,0.9507426210092481,0.9403381154441974,0.9507699296801072,0.9403429357626243,0.030518879111344543,0.02429167295369683
FordA,FordA,minirocket_ridge,minirocket_ridge,raw,3407,2880,721,1320,1,500,2,32,9997,,4.569700709005701,,0.9477272727272728,0.9389736477115118,0.9477466856941945,0.9389610489542775,0.9476816022250829,0.9389707127137294,0.9477307858428259,0.9389724737123989,0.02745786032717934,0.021230654169531626
FordA,FordA,concat__raw+stats,concat__raw+stats,raw+stats,3407,2880,721,1320,1,500,2,32,235428,11,23.647074916996644,results/fusion_over_raw/checkpoints/FordA/concat__raw_stats__raw_stats__seed_3407.pt,0.906060606060606,0.9167822468793343,0.9051450159596837,0.9168616014404654,0.9057481642543233,0.9167628723158624,0.9059208294630585,0.9167575883440063,-0.014475577643580317,-0.02070278380122803
FordA,FordA,gated__raw+stats,gated__raw+stats,raw+stats,3407,2880,721,1320,1,500,2,32,218662,28,38.62765337499877,results/fusion_over_raw/checkpoints/FordA/gated__raw_stats__raw_stats__seed_3407.pt,0.9212121212121213,0.9237170596393898,0.9217113744631273,0.9236984256452084,0.9211974678487047,0.923711776531584,0.9212316590300099,0.9237144180854868,0.0009737259508011409,-0.0052534802068465725
FordA,FordA,raw_centered_residual__raw+stats,raw_centered_residual__raw+stats,raw+stats,3407,2880,721,1320,1,500,2,32,317604,24,35.565259459006484,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stats__raw_stats__seed_3407.pt,0.921969696969697,0.9403606102635229,0.921914748402308,0.9403653488049986,0.9218943436591431,0.9403601513551363,0.9219715348553202,0.9403608397177162,0.0016706017612395652,-0.004556604396408148
FordA,FordA,film__raw+stats,film__raw+stats,raw+stats,3407,2880,721,1320,1,500,2,32,284836,27,38.16242320799938,results/fusion_over_raw/checkpoints/FordA/film__raw_stats__raw_stats__seed_3407.pt,0.9106060606060606,0.9292649098474342,0.9102741756461432,0.929269456285877,0.9104671160938462,0.9292643655607431,0.9105793405075578,0.9292651819907797,-0.00975662580405734,-0.015983831961705053
FordA,FordA,concat__raw+gaf,concat__raw+gaf,raw+gaf,3407,2880,721,1320,1,500,2,32,317218,32,182.70016541699442,results/fusion_over_raw/checkpoints/FordA/concat__raw_gaf__raw_gaf__seed_3407.pt,0.9431818181818182,0.9472954230235784,0.9435344322420081,0.9472829683436187,0.9431614301502778,0.9472928882527664,0.9431956820432656,0.9472944091152534,0.02293768825237419,0.016710482094726475
FordA,FordA,gated__raw+gaf,gated__raw+gaf,raw+gaf,3407,2880,721,1320,1,500,2,32,300452,53,263.8755201660024,results/fusion_over_raw/checkpoints/FordA/gated__raw_gaf__raw_gaf__seed_3407.pt,0.9401515151515152,0.9472954230235784,0.9400667342281787,0.9473522214869419,0.9400879376703124,0.9472904546433958,0.9401500366054406,0.9472883253376033,0.019864195772408832,0.01363698961476112
FordA,FordA,raw_centered_residual__raw+gaf,raw_centered_residual__raw+gaf,raw+gaf,3407,2880,721,1320,1,500,2,32,399394,26,160.96035058299458,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_gaf__raw_gaf__seed_3407.pt,0.9371212121212121,0.9361997226074896,0.937178134888627,0.9362217023961588,0.9370717695434487,0.9361995998768853,0.9371278935506395,0.9361992316850721,0.01684802764554516,0.010620821487897447
FordA,FordA,film__raw+gaf,film__raw+gaf,raw+gaf,3407,2880,721,1320,1,500,2,32,366626,36,199.40280662499572,results/fusion_over_raw/checkpoints/FordA/film__raw_gaf__raw_gaf__seed_3407.pt,0.9340909090909091,0.941747572815534,0.9345308266633576,0.9417119377029501,0.9340742233313184,0.9417384946898568,0.9341075948504998,0.9417415207317492,0.01385048143341483,0.007623275275767116
FordA,FordA,concat__raw+stft,concat__raw+stft,raw+stft,3407,2880,721,1320,1,500,2,32,317218,47,66.12231900000188,results/fusion_over_raw/checkpoints/FordA/concat__raw_stft__raw_stft__seed_3407.pt,0.9446969696969697,0.9459084604715673,0.9449546028003557,0.9458786684928977,0.9446702638268356,0.9459018001950836,0.9447089412939262,0.945904297798765,0.02444652192893204,0.018219315771284328
FordA,FordA,gated__raw+stft,gated__raw+stft,raw+stft,3407,2880,721,1320,1,500,2,32,300452,32,50.29268316699745,results/fusion_over_raw/checkpoints/FordA/gated__raw_stft__raw_stft__seed_3407.pt,0.9462121212121212,0.9459084604715673,0.9463265151358469,0.9459017528740055,0.9461742788634112,0.9459067955561968,0.9462196896818632,0.9459080442427248,0.025950536965507642,0.01972333080785993
FordA,FordA,raw_centered_residual__raw+stft,raw_centered_residual__raw+stft,raw+stft,3407,2880,721,1320,1,500,2,32,399394,27,45.482504874998995,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stft__raw_stft__seed_3407.pt,0.943939393939394,0.9403606102635229,0.9438343226269019,0.9403422644238908,0.9438770350894934,0.9403564798337838,0.9439365594462167,0.9403585450486532,0.02365329319158982,0.017426087033942106
FordA,FordA,film__raw+stft,film__raw+stft,raw+stft,3407,2880,721,1320,1,500,2,32,366626,9,26.04256025000359,results/fusion_over_raw/checkpoints/FordA/film__raw_stft__raw_stft__seed_3407.pt,0.9325757575757576,0.9403606102635229,0.932917623213584,0.9402614690900137,0.9325515637783296,0.9403146844396187,0.9325922093580086,0.9403215733132043,0.012327821880426026,0.006100615722778313
FordA,FordA,concat__raw+stats+gaf,concat__raw+stats+gaf,raw+stats+gaf,3407,2880,721,1320,1,500,2,32,361476,17,126.08899983299489,results/fusion_over_raw/checkpoints/FordA/concat__raw_stats_gaf__raw_stats_gaf__seed_3407.pt,0.9272727272727272,0.9153952843273232,0.9270059909136661,0.9154342172086367,0.9271682280590838,0.9153926802289232,0.9272560073985443,0.9153907271551232,0.006944486161180263,0.00071728000353255
FordA,FordA,gated__raw+stats+gaf,gated__raw+stats+gaf,raw+stats+gaf,3407,2880,721,1320,1,500,2,32,344839,47,243.01582812499691,results/fusion_over_raw/checkpoints/FordA/gated__raw_stats_gaf__raw_stats_gaf__seed_3407.pt,0.943939393939394,0.9486823855755895,0.9440756137411843,0.9486757260037859,0.943902175685889,0.9486808060404944,0.9439481511755127,0.9486819906918156,0.023678433787985398,0.017451227630337685
FordA,FordA,raw_centered_residual__raw+stats+gaf,raw_centered_residual__raw+stats+gaf,raw+stats+gaf,3407,2880,721,1320,1,500,2,32,443652,28,169.3642297500046,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stats_gaf__raw_stats_gaf__seed_3407.pt,0.928030303030303,0.9181692094313454,0.9284158204242587,0.9180581418612167,0.9280084460904395,0.9180929495510795,0.9280483587632337,0.9181033486256612,0.007784704192535963,0.0015574980348882494
FordA,FordA,film__raw+stats+gaf,film__raw+stats+gaf,raw+stats+gaf,3407,2880,721,1320,1,500,2,32,410884,28,169.3815407919974,results/fusion_over_raw/checkpoints/FordA/film__raw_stats_gaf__raw_stats_gaf__seed_3407.pt,0.921969696969697,0.9334257975034674,0.9224938470765858,0.9333323073608397,0.9219567524687003,0.9333795333795334,0.9219887330005745,0.9333868382412072,0.001733010570796778,-0.004494195586850935
FordA,FordA,concat__raw+stats+stft,concat__raw+stats+stft,raw+stats+stft,3407,2880,721,1320,1,500,2,32,361476,12,30.062479874999553,results/fusion_over_raw/checkpoints/FordA/concat__raw_stats_stft__raw_stats_stft__seed_3407.pt,0.9371212121212121,0.9486823855755895,0.9373229095571963,0.9486641838132319,0.9370865129355666,0.9486788314848837,0.9371335247354735,0.9486806085302367,0.016862771037662982,0.010635564880015269
FordA,FordA,gated__raw+stats+stft,gated__raw+stats+stft,raw+stats+stft,3407,2880,721,1320,1,500,2,32,344839,10,27.83809904199734,results/fusion_over_raw/checkpoints/FordA/gated__raw_stats_stft__raw_stats_stft__seed_3407.pt,0.9386363636363636,0.941747572815534,0.9385500472241181,0.9417696486557195,0.9385711765986748,0.9417474607571561,0.9386348476587432,0.9417471245820223,0.01834743470077127,0.012120228543123557
FordA,FordA,raw_centered_residual__raw+stats+stft,raw_centered_residual__raw+stats+stft,raw+stats+stft,3407,2880,721,1320,1,500,2,32,443652,21,40.360084666994226,results/fusion_over_raw/checkpoints/FordA/raw_centered_residual__raw_stats_stft__raw_stats_stft__seed_3407.pt,0.921969696969697,0.9431345353675451,0.9224938470765858,0.9431393219347789,0.9219567524687003,0.9431340978037346,0.9219887330005745,0.9431347541494501,0.001733010570796778,-0.004494195586850935
FordA,FordA,film__raw+stats+stft,film__raw+stats+stft,raw+stats+stft,3407,2880,721,1320,1,500,2,32,410884,27,46.99689541599946,results/fusion_over_raw/checkpoints/FordA/film__raw_stats_stft__raw_stats_stft__seed_3407.pt,0.9348484848484848,0.941747572815534,0.9350237499396772,0.9417350220840579,0.9348101731044874,0.9417447712267417,0.934860457268484,0.9417464521800171,0.014586431206583872,0.008359225048936159
FordA,FordA,concat__raw+gaf+stft,concat__raw+gaf+stft,raw+gaf+stft,3407,2880,721,1320,1,500,2,32,443266,10,102.64203929199721,results/fusion_over_raw/checkpoints/FordA/concat__raw_gaf_stft__raw_gaf_stft__seed_3407.pt,0.9409090909090909,0.9431345353675451,0.9408492068416372,0.943127779744225,0.9408492068416372,0.9431327850718991,0.9409090909090909,0.9431340977936336,0.02062546494373363,0.014398258786085916
FordA,FordA,gated__raw+gaf+stft,gated__raw+gaf+stft,raw+gaf+stft,3407,2880,721,1320,1,500,2,32,426629,47,254.09157825000148,results/fusion_over_raw/checkpoints/FordA/gated__raw_gaf_stft__raw_gaf_stft__seed_3407.pt,0.9409090909090909,0.9500693481276006,0.9401735917216466,0.9501723633789378,0.9407424460431655,0.9500477275526542,0.9408424329627206,0.950043403437665,0.020518704145261912,0.014291497987614199
