dataset,family,architecture,modalities,feature_config,mean_macro_f1,median_macro_f1,std_macro_f1,n_seeds,q25_macro_f1_by_family,q75_macro_f1_by_family,iqr_macro_f1_by_family
UWaveGestureLibraryAll,gated,gated__raw+stats+gaf+stft,raw+stats+gaf+stft,raw+stats+gaf+stft,0.9529432088849771,0.953422481021764,0.002991011241268102,3,0.8467368006264836,0.9506837167617797,0.10394691613529605
UWaveGestureLibraryAll,gated,gated__raw+stats+stft,raw+stats+stft,raw+stats+stft,0.9521873295461886,0.9523965541522508,0.002016575044479792,3,0.8467368006264836,0.9506837167617797,0.10394691613529605
UWaveGestureLibraryAll,gated,gated__raw+stats,raw+stats,raw+stats,0.9491801039773707,0.9496876915560089,0.002041644699681416,3,0.8467368006264836,0.9506837167617797,0.10394691613529605
UWaveGestureLibraryAll,gated,gated__raw+stats+gaf,raw+stats+gaf,raw+stats+gaf,0.9491064898174807,0.945658523839247,0.009453577961083242,3,0.8467368006264836,0.9506837167617797,0.10394691613529605
UWaveGestureLibraryAll,gated,gated__raw+stft,raw+stft,raw+stft,0.8534772349815313,0.845113363007433,0.014617746648073806,3,0.8467368006264836,0.9506837167617797,0.10394691613529605
UWaveGestureLibraryAll,gated,gated__raw+gaf+stft,raw+gaf+stft,raw+gaf+stft,0.8399963662714359,0.8467882278424599,0.03575738342469894,3,0.8467368006264836,0.9506837167617797,0.10394691613529605
UWaveGestureLibraryAll,gated,gated__raw+gaf,raw+gaf,raw+gaf,0.7739866887849282,0.7838260334387168,0.02142496427438506,3,0.8467368006264836,0.9506837167617797,0.10394691613529605
UWaveGestureLibraryAll,raw_centered_residual,raw_centered_residual__raw+stats+gaf,raw+stats+gaf,raw+stats+gaf,0.9525362991800416,0.9539196025154612,0.0038697454625850032,3,0.811046520232358,0.9508680227174615,0.1398215024851035
UWaveGestureLibraryAll,raw_centered_residual,raw_centered_residual__raw+stats+stft,raw+stats+stft,raw+stats+stft,0.9517944978168421,0.951514510546634,0.0009253080888480433,3,0.811046520232358,0.9508680227174615,0.1398215024851035
UWaveGestureLibraryAll,raw_centered_residual,raw_centered_residual__raw+stats,raw+stats,raw+stats,0.9499415476180809,0.9496164177530384,0.0018699121201251063,3,0.811046520232358,0.9508680227174615,0.1398215024851035
UWaveGestureLibraryAll,raw_centered_residual,raw_centered_residual__raw+stats+gaf+stft,raw+stats+gaf+stft,raw+stats+gaf+stft,0.9489753980960188,0.95140547179077,0.008322679824443655,3,0.811046520232358,0.9508680227174615,0.1398215024851035
UWaveGestureLibraryAll,raw_centered_residual,raw_centered_residual__raw+gaf+stft,raw+gaf+stft,raw+gaf+stft,0.8145945628983986,0.8132940456771557,0.0025785801427555166,3,0.811046520232358,0.9508680227174615,0.1398215024851035
UWaveGestureLibraryAll,raw_centered_residual,raw_centered_residual__raw+stft,raw+stft,raw+stft,0.8074984775663175,0.8051245082346175,0.02591392838743868,3,0.811046520232358,0.9508680227174615,0.1398215024851035
UWaveGestureLibraryAll,raw_centered_residual,raw_centered_residual__raw+gaf,raw+gaf,raw+gaf,0.78518266803658,0.787925821644444,0.010831468690577347,3,0.811046520232358,0.9508680227174615,0.1398215024851035
UWaveGestureLibraryAll,film,film__raw+stats+stft,raw+stats+stft,raw+stats+stft,0.9540399930974108,0.9521617451834724,0.005924650745053131,3,0.83175527613666,0.9485127331511621,0.11675745701450213
UWaveGestureLibraryAll,film,film__raw+stats,raw+stats,raw+stats,0.9512851816867102,0.9513077884077774,0.0018709048177007704,3,0.83175527613666,0.9485127331511621,0.11675745701450213
UWaveGestureLibraryAll,film,film__raw+stats+gaf,raw+stats+gaf,raw+stats+gaf,0.9457402846156141,0.9478488051258196,0.010828976548970424,3,0.83175527613666,0.9485127331511621,0.11675745701450213
UWaveGestureLibraryAll,film,film__raw+stats+gaf+stft,raw+stats+gaf+stft,raw+stats+gaf+stft,0.9434988325204509,0.9475750318604756,0.009291064986779222,3,0.83175527613666,0.9485127331511621,0.11675745701450213
UWaveGestureLibraryAll,film,film__raw+stft,raw+stft,raw+stft,0.8402256928306423,0.8433662592641704,0.00736879588805042,3,0.83175527613666,0.9485127331511621,0.11675745701450213
UWaveGestureLibraryAll,film,film__raw+gaf+stft,raw+gaf+stft,raw+gaf+stft,0.8232848594426777,0.816692267466409,0.018680712307122965,3,0.83175527613666,0.9485127331511621,0.11675745701450213
UWaveGestureLibraryAll,film,film__raw+gaf,raw+gaf,raw+gaf,0.7828219819092839,0.7885363419690065,0.020680740659557797,3,0.83175527613666,0.9485127331511621,0.11675745701450213
UWaveGestureLibraryAll,bottleneck,context_only_residual_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,context_only_residual_bottleneck,0.9539077045404901,0.9577251598233762,0.01037223285798958,3,0.946934091422537,0.9508047016693316,0.0038706102467945813
UWaveGestureLibraryAll,bottleneck,ordinary_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,ordinary_bottleneck,0.9497703673789455,0.9526614143651532,0.005494690658195698,3,0.946934091422537,0.9508047016693316,0.0038706102467945813
UWaveGestureLibraryAll,bottleneck,raw_conditioned_context_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,raw_conditioned_context_bottleneck,0.94742948457183,0.9512138572481824,0.006742443702198095,3,0.946934091422537,0.9508047016693316,0.0038706102467945813
UWaveGestureLibraryAll,bottleneck,raw_residual_bottleneck__raw+stats+gaf+stft,raw+stats+gaf+stft,raw_residual_bottleneck,0.9454479119746585,0.9467122553282564,0.011479745759343372,3,0.946934091422537,0.9508047016693316,0.0038706102467945813
