dataset_name,dataset_size,baseline_method,with_mtf_method,baseline_loss,with_mtf_loss,delta_loss,baseline_accuracy,with_mtf_accuracy,delta_accuracy,baseline_balanced_accuracy,with_mtf_balanced_accuracy,delta_balanced_accuracy,baseline_macro_precision,with_mtf_macro_precision,delta_macro_precision,baseline_macro_recall,with_mtf_macro_recall,delta_macro_recall,baseline_macro_f1,with_mtf_macro_f1,delta_macro_f1,baseline_weighted_precision,with_mtf_weighted_precision,delta_weighted_precision,baseline_weighted_recall,with_mtf_weighted_recall,delta_weighted_recall,baseline_weighted_f1,with_mtf_weighted_f1,delta_weighted_f1
ECG5000,5000,raw_stats_GAF_STFT,raw_stats_GAF_MTF_STFT,0.3538666229776314,0.3527217862875097,-0.0011448366901216644,0.9357777777777778,0.9384444444444444,0.002666666666666595,0.5411909508381769,0.5290352185710293,-0.012155732267147612,0.608982179774893,0.7610220790862572,0.1520398993113642,0.5411909508381769,0.5290352185710293,-0.012155732267147612,0.563941515954091,0.577314549992352,0.013373034038260956,0.9262955459197397,0.9277962017924838,0.001500655872744061,0.9357777777777778,0.9384444444444444,0.002666666666666595,0.9300570082849291,0.925357979887674,-0.004699028397255112
FacesUCR,2250,raw_stats_GAF_STFT,raw_stats_GAF_MTF_STFT,0.9294473966738073,0.8404849331553389,-0.08896246351846837,0.8302439024390244,0.8375609756097561,0.007317073170731714,0.8196219440242952,0.8269234430345266,0.00730149901023136,0.8254260198596501,0.8389982410720621,0.013572221212411972,0.8196219440242952,0.8269234430345266,0.00730149901023136,0.8063960893892534,0.8267991386680382,0.02040304927878478,0.862019890339372,0.8482247915863915,-0.013795098752980461,0.8302439024390244,0.8375609756097561,0.007317073170731714,0.8337559341852171,0.8366182605176312,0.0028623263324141224
MedicalImages,1141,raw_stats_GAF_STFT,raw_stats_GAF_MTF_STFT,0.9963306844234466,1.119789897768121,0.12345921334467447,0.7697368421052632,0.7618421052631579,-0.007894736842105288,0.702937355495983,0.7436709024848411,0.040733546988858116,0.7628155110343433,0.746264988789078,-0.01655052224526532,0.702937355495983,0.7436709024848411,0.040733546988858116,0.7271882558443259,0.7324144975123476,0.005226241668021658,0.773551053937531,0.7774016571969775,0.003850603259446528,0.7697368421052632,0.7618421052631579,-0.007894736842105288,0.7692531585935083,0.7636120771333478,-0.005641081460160513
SwedishLeaf,1125,raw_stats_GAF_STFT,raw_stats_GAF_MTF_STFT,0.6226816444396973,0.28204693202972414,-0.3406347124099732,0.8304,0.9296,0.09919999999999995,0.8331705729987744,0.9323872573872573,0.09921668438848286,0.8301993838467142,0.9437987853424115,0.11359940149569725,0.8331705729987744,0.9323872573872573,0.09921668438848286,0.8138370917275191,0.9301177804401615,0.11628068871264241,0.8306356884334597,0.9432867800897329,0.11265109165627318,0.8304,0.9296,0.09919999999999995,0.8128083021030719,0.9279711321815098,0.11516283007843797
